id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn
4008477,RFC Luik,RSC Anderlecht,1,2,1961,5,1961-10-01 15:00:00,4,35
4008478,R Antwerp FC,Royal Beerschot AC,0,1,1961,5,1961-10-01 15:00:00,1,3530
4008475,Olympic Charleroi,Standard Luik,1,2,1961,5,1961-10-01 15:00:00,246,16
4008480,Club Brugge,Daring Club Brussel,1,1,1961,5,1961-10-01 15:00:00,3,2
4008481,Union Saint-Gilloise,KFC Diest,1,0,1961,5,1961-10-01 15:00:00,10,41
4008482,Sint-Truidense VV,Association Royale Athlétique Gent,1,2,1961,5,1961-10-01 15:00:00,373,7
4008479,Lierse SK (- 2018),Cercle Brugge,3,5,1961,5,1961-10-01 15:00:00,30,12
4008487,Cercle Brugge,Club Brugge,0,2,1961,6,1961-10-08 15:00:00,12,3
4008484,Royal Beerschot AC,KSC Eendracht Aalst,1,1,1961,6,1961-10-08 15:00:00,3530,90
4008485,RSC Anderlecht,Lierse SK (- 2018),1,1,1961,6,1961-10-08 15:00:00,35,30
4008486,Association Royale Athlétique Gent,R Antwerp FC,2,6,1961,6,1961-10-08 15:00:00,7,1
4008490,Waterschei SV THOR (- 1988),Union Saint-Gilloise,1,1,1961,6,1961-10-08 15:00:00,553,10
4008489,KFC Diest,Sint-Truidense VV,2,2,1961,6,1961-10-08 15:00:00,41,373
4008483,Standard Luik,RFC Luik,2,1,1961,6,1961-10-08 15:00:00,16,4
4008488,Daring Club Brussel,Olympic Charleroi,1,3,1961,6,1961-10-08 15:00:00,2,246
4008497,Olympic Charleroi,Association Royale Athlétique Gent,0,0,1961,7,1961-10-15 15:00:00,246,7
4008496,Club Brugge,Lierse SK (- 2018),1,4,1961,7,1961-10-15 15:00:00,3,30
4008495,Royal Beerschot AC,RFC Luik,1,2,1961,7,1961-10-15 15:00:00,3530,4
4008494,Union Saint-Gilloise,R Antwerp FC,1,3,1961,7,1961-10-15 15:00:00,10,1
4008493,Daring Club Brussel,RSC Anderlecht,0,2,1961,7,1961-10-15 15:00:00,2,35
4008492,KSC Eendracht Aalst,KFC Diest,1,2,1961,7,1961-10-15 15:00:00,90,41
4008491,Standard Luik,Cercle Brugge,7,1,1961,7,1961-10-15 15:00:00,16,12
4008498,Sint-Truidense VV,Waterschei SV THOR (- 1988),4,1,1961,7,1961-10-15 15:00:00,373,553
4008504,Association Royale Athlétique Gent,Club Brugge,0,0,1961,8,1961-10-22 15:00:00,7,3
4008502,R Antwerp FC,Olympic Charleroi,0,3,1961,8,1961-10-22 15:00:00,1,246
4008506,Lierse SK (- 2018),Sint-Truidense VV,1,3,1961,8,1961-10-22 15:00:00,30,373
4008499,Waterschei SV THOR (- 1988),Standard Luik,2,0,1961,8,1961-10-22 15:00:00,553,16
4008500,RFC Luik,KSC Eendracht Aalst,2,1,1961,8,1961-10-22 15:00:00,4,90
4008501,RSC Anderlecht,Union Saint-Gilloise,1,1,1961,8,1961-10-22 15:00:00,35,10
4008503,Cercle Brugge,Royal Beerschot AC,0,0,1961,8,1961-10-22 15:00:00,12,3530
4008505,KFC Diest,Daring Club Brussel,3,1,1961,8,1961-10-22 15:00:00,41,2
4008507,Standard Luik,Lierse SK (- 2018),4,1,1961,9,1961-10-29 15:00:00,16,30
4008508,Daring Club Brussel,KSC Eendracht Aalst,3,0,1961,9,1961-10-29 15:00:00,2,90
4008509,Association Royale Athlétique Gent,RSC Anderlecht,1,5,1961,9,1961-10-29 15:00:00,7,35
4008514,Olympic Charleroi,RFC Luik,0,0,1961,9,1961-10-29 15:00:00,246,4
4008513,KFC Diest,Waterschei SV THOR (- 1988),5,3,1961,9,1961-10-29 15:00:00,41,553
4008512,Sint-Truidense VV,Club Brugge,1,2,1961,9,1961-10-29 15:00:00,373,3
4008511,Royal Beerschot AC,Union Saint-Gilloise,2,1,1961,9,1961-10-29 15:00:00,3530,10
4008510,Cercle Brugge,R Antwerp FC,3,1,1961,9,1961-10-29 15:00:00,12,1
4008515,RSC Anderlecht,Cercle Brugge,2,1,1961,10,1961-11-04 19:30:00,35,12
4008518,Waterschei SV THOR (- 1988),Royal Beerschot AC,1,1,1961,10,1961-11-05 15:00:00,553,3530
4008519,Club Brugge,Olympic Charleroi,3,0,1961,10,1961-11-05 15:00:00,3,246
4008520,Union Saint-Gilloise,Daring Club Brussel,2,3,1961,10,1961-11-05 15:00:00,10,2
4008521,Lierse SK (- 2018),KFC Diest,1,2,1961,10,1961-11-05 15:00:00,30,41
4008522,RFC Luik,Association Royale Athlétique Gent,4,0,1961,10,1961-11-05 15:00:00,4,7
4008516,KSC Eendracht Aalst,Standard Luik,0,5,1961,10,1961-11-05 15:00:00,90,16
4008517,R Antwerp FC,Sint-Truidense VV,1,1,1961,10,1961-11-05 15:00:00,1,373
4008527,Cercle Brugge,Waterschei SV THOR (- 1988),5,1,1961,11,1961-11-19 15:00:00,12,553
4008529,Association Royale Athlétique Gent,Lierse SK (- 2018),3,1,1961,11,1961-11-19 15:00:00,7,30
4008530,Sint-Truidense VV,Union Saint-Gilloise,1,3,1961,11,1961-11-19 15:00:00,373,10
4008526,Royal Beerschot AC,Club Brugge,1,0,1961,11,1961-11-19 15:00:00,3530,3
4008528,Daring Club Brussel,RFC Luik,1,2,1961,11,1961-11-19 15:00:00,2,4
4008525,KFC Diest,R Antwerp FC,1,1,1961,11,1961-11-19 15:00:00,41,1
4008524,Olympic Charleroi,KSC Eendracht Aalst,0,0,1961,11,1961-11-19 15:00:00,246,90
4008523,Standard Luik,RSC Anderlecht,2,1,1961,11,1961-11-19 15:00:00,16,35
4008537,Club Brugge,KFC Diest,3,0,1961,12,1961-11-26 15:00:00,3,41
4008538,RFC Luik,Waterschei SV THOR (- 1988),0,2,1961,12,1961-11-26 15:00:00,4,553
4008531,Union Saint-Gilloise,Standard Luik,0,2,1961,12,1961-11-26 15:00:00,10,16
4008532,KSC Eendracht Aalst,Association Royale Athlétique Gent,0,1,1961,12,1961-11-26 15:00:00,90,7
4008533,Olympic Charleroi,RSC Anderlecht,1,3,1961,12,1961-11-26 15:00:00,246,35
4008534,Lierse SK (- 2018),R Antwerp FC,5,1,1961,12,1961-11-26 15:00:00,30,1
4008535,Royal Beerschot AC,Daring Club Brussel,2,2,1961,12,1961-11-26 15:00:00,3530,2
4008536,Sint-Truidense VV,Cercle Brugge,0,0,1961,12,1961-11-26 15:00:00,373,12
4008543,Cercle Brugge,Union Saint-Gilloise,1,4,1961,13,1961-12-03 14:45:00,12,10
4008544,Lierse SK (- 2018),Daring Club Brussel,1,2,1961,13,1961-12-03 14:45:00,30,2
4008545,KFC Diest,RFC Luik,1,0,1961,13,1961-12-03 14:45:00,41,4
4008546,Waterschei SV THOR (- 1988),Olympic Charleroi,1,1,1961,13,1961-12-03 14:45:00,553,246
4008539,Standard Luik,Sint-Truidense VV,2,0,1961,13,1961-12-03 14:45:00,16,373
4008540,RSC Anderlecht,KSC Eendracht Aalst,2,0,1961,13,1961-12-03 14:45:00,35,90
4008541,R Antwerp FC,Club Brugge,1,1,1961,13,1961-12-03 14:45:00,1,3
4008542,Association Royale Athlétique Gent,Royal Beerschot AC,3,0,1961,13,1961-12-03 14:45:00,7,3530
4008553,Sint-Truidense VV,RFC Luik,0,1,1961,14,1961-12-10 14:45:00,373,4
4008551,Club Brugge,Waterschei SV THOR (- 1988),1,0,1961,14,1961-12-10 14:45:00,3,553
4008552,Olympic Charleroi,KFC Diest,1,2,1961,14,1961-12-10 14:45:00,246,41
4008548,KSC Eendracht Aalst,R Antwerp FC,1,2,1961,14,1961-12-10 14:45:00,90,1
4008549,Royal Beerschot AC,RSC Anderlecht,1,5,1961,14,1961-12-10 14:45:00,3530,35
4008550,Daring Club Brussel,Cercle Brugge,5,0,1961,14,1961-12-10 14:45:00,2,12
4008547,Standard Luik,Association Royale Athlétique Gent,0,0,1961,14,1961-12-10 14:45:00,16,7
4008554,Union Saint-Gilloise,Lierse SK (- 2018),3,1,1961,14,1961-12-10 14:45:00,10,30
4008557,RSC Anderlecht,Sint-Truidense VV,3,2,1961,15,1961-12-17 14:45:00,35,373
4008559,RFC Luik,Club Brugge,1,0,1961,15,1961-12-17 14:45:00,4,3
4008560,Waterschei SV THOR (- 1988),Daring Club Brussel,1,2,1961,15,1961-12-17 14:45:00,553,2
4008561,Association Royale Athlétique Gent,Union Saint-Gilloise,0,1,1961,15,1961-12-17 14:45:00,7,10
4008562,Lierse SK (- 2018),Olympic Charleroi,1,0,1961,15,1961-12-17 14:45:00,30,246
4008556,Cercle Brugge,KSC Eendracht Aalst,5,0,1961,15,1961-12-17 14:45:00,12,90
4008555,R Antwerp FC,Standard Luik,2,0,1961,15,1961-12-17 14:45:00,1,16
4008558,KFC Diest,Royal Beerschot AC,0,0,1961,15,1961-12-17 14:45:00,41,3530
4008563,Royal Beerschot AC,Standard Luik,0,1,1961,16,1961-12-31 14:45:00,3530,16
4008564,KSC Eendracht Aalst,Lierse SK (- 2018),1,0,1961,16,1961-12-31 14:45:00,90,30
4008565,Waterschei SV THOR (- 1988),RSC Anderlecht,0,4,1961,16,1961-12-31 14:45:00,553,35
4008566,RFC Luik,R Antwerp FC,0,0,1961,16,1961-12-31 14:45:00,4,1
4008567,Club Brugge,Union Saint-Gilloise,3,1,1961,16,1961-12-31 14:45:00,3,10
4008568,Daring Club Brussel,Association Royale Athlétique Gent,0,0,1961,16,1961-12-31 14:45:00,2,7
4008572,Lierse SK (- 2018),Royal Beerschot AC,2,1,1961,17,1962-01-07 14:45:00,30,3530
4008571,R Antwerp FC,Daring Club Brussel,3,1,1961,17,1962-01-07 14:45:00,1,2
4008570,RSC Anderlecht,KFC Diest,3,2,1961,17,1962-01-07 14:45:00,35,41
4008569,Standard Luik,Club Brugge,3,0,1961,17,1962-01-07 14:45:00,16,3
4008580,Association Royale Athlétique Gent,Sint-Truidense VV,3,0,1961,18,1962-01-14 14:45:00,7,373
4008573,Standard Luik,Olympic Charleroi,1,0,1961,18,1962-01-14 14:45:00,16,246
4008574,Waterschei SV THOR (- 1988),KSC Eendracht Aalst,2,2,1961,18,1962-01-14 14:45:00,553,90
4008576,Royal Beerschot AC,R Antwerp FC,1,1,1961,18,1962-01-14 14:45:00,3530,1
4008579,KFC Diest,Union Saint-Gilloise,3,1,1961,18,1962-01-14 14:45:00,41,10
4008575,RSC Anderlecht,RFC Luik,1,0,1961,18,1962-01-14 14:45:00,35,4
4008578,Daring Club Brussel,Club Brugge,1,1,1961,18,1962-01-14 14:45:00,2,3
4008577,Cercle Brugge,Lierse SK (- 2018),1,2,1961,18,1962-01-14 14:45:00,12,30
4008584,R Antwerp FC,Association Royale Athlétique Gent,2,1,1961,19,1962-01-21 15:00:00,1,7
4008588,Union Saint-Gilloise,Waterschei SV THOR (- 1988),2,1,1961,19,1962-01-21 15:00:00,10,553
4008587,Sint-Truidense VV,KFC Diest,2,0,1961,19,1962-01-21 15:00:00,373,41
4008586,Olympic Charleroi,Daring Club Brussel,3,0,1961,19,1962-01-21 15:00:00,246,2
4008585,Club Brugge,Cercle Brugge,1,1,1961,19,1962-01-21 15:00:00,3,12
4008583,Lierse SK (- 2018),RSC Anderlecht,2,3,1961,19,1962-01-21 15:00:00,30,35
4008581,RFC Luik,Standard Luik,1,0,1961,19,1962-01-21 15:00:00,4,16
4008582,KSC Eendracht Aalst,Royal Beerschot AC,0,0,1961,19,1962-01-21 15:00:00,90,3530
4008596,Waterschei SV THOR (- 1988),RFC Luik,2,2,1961,20,1962-01-28 15:00:00,553,4
4008590,Association Royale Athlétique Gent,KSC Eendracht Aalst,2,1,1961,20,1962-01-28 15:00:00,7,90
4008591,RSC Anderlecht,Olympic Charleroi,3,0,1961,20,1962-01-28 15:00:00,35,246
4008592,R Antwerp FC,Lierse SK (- 2018),1,1,1961,20,1962-01-28 15:00:00,1,30
4008593,Daring Club Brussel,Royal Beerschot AC,3,1,1961,20,1962-01-28 15:00:00,2,3530
4008594,Cercle Brugge,Sint-Truidense VV,0,0,1961,20,1962-01-28 15:00:00,12,373
4008595,KFC Diest,Club Brugge,0,4,1961,20,1962-01-28 15:00:00,41,3
4008589,Standard Luik,Union Saint-Gilloise,2,0,1961,20,1962-01-28 15:00:00,16,10
4008598,KSC Eendracht Aalst,RSC Anderlecht,0,0,1961,21,1962-02-04 15:00:00,90,35
4008599,Club Brugge,R Antwerp FC,0,2,1961,21,1962-02-04 15:00:00,3,1
4008600,Royal Beerschot AC,Association Royale Athlétique Gent,5,0,1961,21,1962-02-04 15:00:00,3530,7
4008601,Union Saint-Gilloise,Cercle Brugge,1,1,1961,21,1962-02-04 15:00:00,10,12
4008602,RFC Luik,KFC Diest,1,1,1961,21,1962-02-04 15:00:00,4,41
4008597,Sint-Truidense VV,Standard Luik,3,1,1961,21,1962-02-04 15:00:00,373,16
4008603,Olympic Charleroi,Waterschei SV THOR (- 1988),3,0,1961,21,1962-02-04 15:00:00,246,553
4008610,RFC Luik,Olympic Charleroi,2,0,1961,22,1962-02-11 15:00:00,4,246
4008608,Club Brugge,Sint-Truidense VV,2,2,1961,22,1962-02-11 15:00:00,3,373
4008607,Union Saint-Gilloise,Royal Beerschot AC,3,0,1961,22,1962-02-11 15:00:00,10,3530
4008606,R Antwerp FC,Cercle Brugge,5,1,1961,22,1962-02-11 15:00:00,1,12
4008605,RSC Anderlecht,Association Royale Athlétique Gent,4,2,1961,22,1962-02-11 15:00:00,35,7
4008604,KSC Eendracht Aalst,Daring Club Brussel,1,3,1961,22,1962-02-11 15:00:00,90,2
4008609,Waterschei SV THOR (- 1988),KFC Diest,2,0,1961,22,1962-02-11 15:00:00,553,41
4008617,KFC Diest,Lierse SK (- 2018),0,0,1961,23,1962-02-18 15:00:00,41,30
4008611,Standard Luik,KSC Eendracht Aalst,3,1,1961,23,1962-02-18 15:00:00,16,90
4008618,Association Royale Athlétique Gent,RFC Luik,0,0,1961,23,1962-02-18 15:00:00,7,4
4008613,Sint-Truidense VV,R Antwerp FC,2,3,1961,23,1962-02-18 15:00:00,373,1
4008614,Royal Beerschot AC,Waterschei SV THOR (- 1988),0,2,1961,23,1962-02-18 15:00:00,3530,553
4008615,Olympic Charleroi,Club Brugge,2,2,1961,23,1962-02-18 15:00:00,246,3
4008616,Daring Club Brussel,Union Saint-Gilloise,1,0,1961,23,1962-02-18 15:00:00,2,10
4008612,Cercle Brugge,RSC Anderlecht,0,3,1961,23,1962-02-18 15:00:00,12,35
4008619,Union Saint-Gilloise,Sint-Truidense VV,2,0,1961,24,1962-02-24 18:00:00,10,373
4008623,Club Brugge,Royal Beerschot AC,1,0,1961,24,1962-02-25 15:00:00,3,3530
4008622,R Antwerp FC,KFC Diest,2,2,1961,24,1962-02-25 15:00:00,1,41
4008624,Waterschei SV THOR (- 1988),Cercle Brugge,2,0,1961,24,1962-02-25 15:00:00,553,12
4008625,RFC Luik,Daring Club Brussel,0,0,1961,24,1962-02-25 15:00:00,4,2
4008626,Lierse SK (- 2018),Association Royale Athlétique Gent,2,1,1961,24,1962-02-25 15:00:00,30,7
4008620,RSC Anderlecht,Standard Luik,2,0,1961,24,1962-02-25 15:00:00,35,16
4008621,KSC Eendracht Aalst,Olympic Charleroi,0,2,1961,24,1962-02-25 15:00:00,90,246
4008628,Daring Club Brussel,Lierse SK (- 2018),1,2,1961,21,1962-03-04 15:00:00,2,30
4008627,Cercle Brugge,RFC Luik,3,0,1961,17,1962-03-04 15:00:00,12,4
4008629,Olympic Charleroi,Sint-Truidense VV,0,2,1961,16,1962-03-04 15:00:00,246,373
4008630,Lierse SK (- 2018),Standard Luik,2,1,1961,22,1962-03-11 15:00:00,30,16
4008634,Union Saint-Gilloise,Olympic Charleroi,1,0,1961,17,1962-03-11 15:00:00,10,246
4008633,Association Royale Athlétique Gent,Waterschei SV THOR (- 1988),2,2,1961,17,1962-03-11 15:00:00,7,553
4008631,Sint-Truidense VV,KSC Eendracht Aalst,5,1,1961,17,1962-03-11 15:00:00,373,90
4008632,KFC Diest,Cercle Brugge,2,0,1961,16,1962-03-11 15:00:00,41,12
4008641,Association Royale Athlétique Gent,Olympic Charleroi,2,0,1961,25,1962-03-18 15:00:00,7,246
4008642,Waterschei SV THOR (- 1988),Sint-Truidense VV,1,1,1961,25,1962-03-18 15:00:00,553,373
4008637,RSC Anderlecht,Daring Club Brussel,2,0,1961,25,1962-03-18 15:00:00,35,2
4008639,RFC Luik,Royal Beerschot AC,2,0,1961,25,1962-03-18 15:00:00,4,3530
4008635,Cercle Brugge,Standard Luik,2,1,1961,25,1962-03-18 15:00:00,12,16
4008640,Lierse SK (- 2018),Club Brugge,2,1,1961,25,1962-03-18 15:00:00,30,3
4008638,R Antwerp FC,Union Saint-Gilloise,2,1,1961,25,1962-03-18 15:00:00,1,10
4008636,KFC Diest,KSC Eendracht Aalst,2,3,1961,25,1962-03-18 15:00:00,41,90
4008647,Royal Beerschot AC,Cercle Brugge,3,0,1961,26,1962-03-25 15:00:00,3530,12
4008648,Club Brugge,Association Royale Athlétique Gent,2,1,1961,26,1962-03-25 15:00:00,3,7
4008643,Standard Luik,Waterschei SV THOR (- 1988),2,0,1961,26,1962-03-25 15:00:00,16,553
4008649,Daring Club Brussel,KFC Diest,1,0,1961,26,1962-03-25 15:00:00,2,41
4008645,Union Saint-Gilloise,RSC Anderlecht,0,0,1961,26,1962-03-25 15:00:00,10,35
4008644,KSC Eendracht Aalst,RFC Luik,0,2,1961,26,1962-03-25 15:00:00,90,4
4008650,Sint-Truidense VV,Lierse SK (- 2018),3,3,1961,26,1962-03-25 15:00:00,373,30
4008646,Olympic Charleroi,R Antwerp FC,2,2,1961,26,1962-03-25 15:00:00,246,1
4008653,RSC Anderlecht,R Antwerp FC,3,5,1961,27,1962-04-08 15:00:00,35,1
4008654,Royal Beerschot AC,Sint-Truidense VV,0,1,1961,27,1962-04-08 15:00:00,3530,373
4008656,KFC Diest,Association Royale Athlétique Gent,4,2,1961,27,1962-04-08 15:00:00,41,7
4008657,RFC Luik,Union Saint-Gilloise,0,0,1961,27,1962-04-08 15:00:00,4,10
4008651,Daring Club Brussel,Standard Luik,3,5,1961,27,1962-04-08 15:00:00,2,16
4008652,KSC Eendracht Aalst,Club Brugge,0,1,1961,27,1962-04-08 15:00:00,90,3
4008655,Cercle Brugge,Olympic Charleroi,1,1,1961,27,1962-04-08 15:00:00,12,246
4008659,Union Saint-Gilloise,KSC Eendracht Aalst,4,1,1961,28,1962-04-15 15:00:00,10,90
4008658,Standard Luik,KFC Diest,4,3,1961,28,1962-04-15 15:00:00,16,41
4008661,R Antwerp FC,Waterschei SV THOR (- 1988),5,2,1961,28,1962-04-15 15:00:00,1,553
4008660,Club Brugge,RSC Anderlecht,1,1,1961,28,1962-04-15 15:00:00,3,35
4008662,Olympic Charleroi,Royal Beerschot AC,0,0,1961,28,1962-04-15 15:00:00,246,3530
4008663,Association Royale Athlétique Gent,Cercle Brugge,0,1,1961,28,1962-04-15 15:00:00,7,12
4008664,Sint-Truidense VV,Daring Club Brussel,3,0,1961,28,1962-04-15 15:00:00,373,2
4008665,Lierse SK (- 2018),RFC Luik,2,2,1961,28,1962-04-15 15:00:00,30,4
4008666,Waterschei SV THOR (- 1988),Lierse SK (- 2018),3,1,1961,27,1962-04-22 15:00:00,553,30
4008671,Waterschei SV THOR (- 1988),Club Brugge,3,1,1961,29,1962-04-29 15:00:00,553,3
4008673,RFC Luik,Sint-Truidense VV,2,1,1961,29,1962-04-29 15:00:00,4,373
4008674,Lierse SK (- 2018),Union Saint-Gilloise,1,0,1961,29,1962-04-29 15:00:00,30,10
4008667,Association Royale Athlétique Gent,Standard Luik,0,2,1961,29,1962-04-29 15:00:00,7,16
4008668,R Antwerp FC,KSC Eendracht Aalst,7,0,1961,29,1962-04-29 15:00:00,1,90
4008670,Cercle Brugge,Daring Club Brussel,0,4,1961,29,1962-04-29 15:00:00,12,2
4008669,RSC Anderlecht,Royal Beerschot AC,1,1,1961,29,1962-04-29 15:00:00,35,3530
4008672,KFC Diest,Olympic Charleroi,2,2,1961,29,1962-04-29 15:00:00,41,246
4008678,Royal Beerschot AC,KFC Diest,3,0,1961,30,1962-05-06 15:00:00,3530,41
4008677,Sint-Truidense VV,RSC Anderlecht,3,3,1961,30,1962-05-06 15:00:00,373,35
4008676,KSC Eendracht Aalst,Cercle Brugge,0,1,1961,30,1962-05-06 15:00:00,90,12
4008679,Club Brugge,RFC Luik,1,1,1961,30,1962-05-06 15:00:00,3,4
4008681,Union Saint-Gilloise,Association Royale Athlétique Gent,1,4,1961,30,1962-05-06 15:00:00,10,7
4008682,Olympic Charleroi,Lierse SK (- 2018),4,1,1961,30,1962-05-06 15:00:00,246,30
4008675,Standard Luik,R Antwerp FC,0,0,1961,30,1962-05-06 15:00:00,16,1
4008680,Daring Club Brussel,Waterschei SV THOR (- 1988),2,1,1961,30,1962-05-06 15:00:00,2,553
4008684,R Antwerp FC,Association Royale Athlétique Gent,5,3,1962,1,1962-09-01 19:30:00,1,7
4008683,RSC Anderlecht,KFC Diest,2,0,1962,1,1962-09-01 19:30:00,35,41
4008690,RFC Luik,Lierse SK (- 2018),5,0,1962,1,1962-09-02 15:00:00,4,30
4008685,Sint-Truidense VV,Standard Luik,1,2,1962,1,1962-09-02 15:00:00,373,16
4008686,Club Brugge,Royal Beerschot AC,2,0,1962,1,1962-09-02 15:00:00,3,3530
4008687,Beringen FC (- 2002),Berchem Sport,5,2,1962,1,1962-09-02 15:00:00,522,28
4008688,Union Saint-Gilloise,Cercle Brugge,1,3,1962,1,1962-09-02 15:00:00,10,12
4008689,Olympic Charleroi,Daring Club Brussel,0,2,1962,1,1962-09-02 15:00:00,246,2
4008691,Berchem Sport,Union Saint-Gilloise,1,0,1962,2,1962-09-08 16:00:00,28,10
4008695,Cercle Brugge,Sint-Truidense VV,3,1,1962,2,1962-09-09 15:00:00,12,373
4008694,Association Royale Athlétique Gent,Beringen FC (- 2002),4,2,1962,2,1962-09-09 15:00:00,7,522
4008693,Royal Beerschot AC,RSC Anderlecht,1,1,1962,2,1962-09-09 15:00:00,3530,35
4008692,Standard Luik,R Antwerp FC,1,2,1962,2,1962-09-09 15:00:00,16,1
4008697,Daring Club Brussel,RFC Luik,3,1,1962,2,1962-09-09 15:00:00,2,4
4008698,KFC Diest,Olympic Charleroi,3,0,1962,2,1962-09-09 15:00:00,41,246
4008696,Lierse SK (- 2018),Club Brugge,2,0,1962,2,1962-09-09 15:00:00,30,3
4008699,Berchem Sport,Standard Luik,1,0,1962,3,1962-09-16 15:00:00,28,16
4008700,Cercle Brugge,RSC Anderlecht,1,1,1962,3,1962-09-16 15:00:00,12,35
4008701,R Antwerp FC,Lierse SK (- 2018),0,2,1962,3,1962-09-16 15:00:00,1,30
4008706,Union Saint-Gilloise,Association Royale Athlétique Gent,0,1,1962,3,1962-09-16 15:00:00,10,7
4008705,RFC Luik,KFC Diest,2,1,1962,3,1962-09-16 15:00:00,4,41
4008704,Olympic Charleroi,Club Brugge,1,0,1962,3,1962-09-16 15:00:00,246,3
4008703,Beringen FC (- 2002),Daring Club Brussel,7,1,1962,3,1962-09-16 15:00:00,522,2
4008702,Sint-Truidense VV,Royal Beerschot AC,4,2,1962,3,1962-09-16 15:00:00,373,3530
4008707,RSC Anderlecht,RFC Luik,3,1,1962,4,1962-09-22 19:30:00,35,4
4008713,Daring Club Brussel,Sint-Truidense VV,1,2,1962,4,1962-09-23 15:00:00,2,373
4008709,KFC Diest,R Antwerp FC,1,1,1962,4,1962-09-23 15:00:00,41,1
4008712,Association Royale Athlétique Gent,Cercle Brugge,3,0,1962,4,1962-09-23 15:00:00,7,12
4008711,Club Brugge,Berchem Sport,1,0,1962,4,1962-09-23 15:00:00,3,28
4008710,Royal Beerschot AC,Olympic Charleroi,1,1,1962,4,1962-09-23 15:00:00,3530,246
4008708,Standard Luik,Beringen FC (- 2002),0,0,1962,4,1962-09-23 15:00:00,16,522
4008714,Lierse SK (- 2018),Union Saint-Gilloise,1,1,1962,4,1962-09-23 15:00:00,30,10
4008720,Cercle Brugge,Daring Club Brussel,2,1,1962,5,1962-09-30 15:00:00,12,2
4008722,Association Royale Athlétique Gent,Olympic Charleroi,2,2,1962,5,1962-09-30 15:00:00,7,246
4008721,Lierse SK (- 2018),KFC Diest,3,1,1962,5,1962-09-30 15:00:00,30,41
4008716,Berchem Sport,RSC Anderlecht,1,0,1962,5,1962-09-30 15:00:00,28,35
4008718,Union Saint-Gilloise,Royal Beerschot AC,1,0,1962,5,1962-09-30 15:00:00,10,3530
4008717,R Antwerp FC,Club Brugge,1,3,1962,5,1962-09-30 15:00:00,1,3
4008715,RFC Luik,Standard Luik,0,1,1962,5,1962-09-30 15:00:00,4,16
4008719,Beringen FC (- 2002),Sint-Truidense VV,0,0,1962,5,1962-09-30 15:00:00,522,373
4008727,KFC Diest,Beringen FC (- 2002),2,0,1962,6,1962-10-07 15:00:00,41,522
4008730,Sint-Truidense VV,Union Saint-Gilloise,1,2,1962,6,1962-10-07 15:00:00,373,10
4008723,Standard Luik,Association Royale Athlétique Gent,4,0,1962,6,1962-10-07 15:00:00,16,7
4008724,RSC Anderlecht,R Antwerp FC,3,1,1962,6,1962-10-07 15:00:00,35,1
4008725,Royal Beerschot AC,Lierse SK (- 2018),0,0,1962,6,1962-10-07 15:00:00,3530,30
4008726,Daring Club Brussel,Berchem Sport,0,0,1962,6,1962-10-07 15:00:00,2,28
4008729,Olympic Charleroi,RFC Luik,1,2,1962,6,1962-10-07 15:00:00,246,4
4008728,Club Brugge,Cercle Brugge,1,3,1962,6,1962-10-07 15:00:00,3,12
4008731,Union Saint-Gilloise,RSC Anderlecht,1,1,1962,7,1962-10-20 19:30:00,10,35
4008734,Berchem Sport,Royal Beerschot AC,0,1,1962,7,1962-10-21 15:00:00,28,3530
4008732,Standard Luik,Olympic Charleroi,2,0,1962,7,1962-10-21 15:00:00,16,246
4008733,Beringen FC (- 2002),R Antwerp FC,3,0,1962,7,1962-10-21 15:00:00,522,1
4008735,Cercle Brugge,Lierse SK (- 2018),0,1,1962,7,1962-10-21 15:00:00,12,30
4008736,Daring Club Brussel,Club Brugge,1,1,1962,7,1962-10-21 15:00:00,2,3
4008737,Sint-Truidense VV,KFC Diest,5,1,1962,7,1962-10-21 15:00:00,373,41
4008738,Association Royale Athlétique Gent,RFC Luik,1,0,1962,7,1962-10-21 15:00:00,7,4
4008739,RSC Anderlecht,Standard Luik,4,2,1962,8,1962-10-28 15:00:00,35,16
4008742,Lierse SK (- 2018),Beringen FC (- 2002),2,1,1962,8,1962-10-28 15:00:00,30,522
4008746,Olympic Charleroi,Sint-Truidense VV,0,0,1962,8,1962-10-28 15:00:00,246,373
4008743,RFC Luik,Cercle Brugge,3,2,1962,8,1962-10-28 15:00:00,4,12
4008744,Club Brugge,Association Royale Athlétique Gent,5,3,1962,8,1962-10-28 15:00:00,3,7
4008745,KFC Diest,Union Saint-Gilloise,3,2,1962,8,1962-10-28 15:00:00,41,10
4008741,Royal Beerschot AC,Daring Club Brussel,3,0,1962,8,1962-10-28 15:00:00,3530,2
4008740,R Antwerp FC,Berchem Sport,1,0,1962,8,1962-10-28 15:00:00,1,28
4008751,Beringen FC (- 2002),RFC Luik,0,1,1962,9,1962-11-11 15:00:00,522,4
4008750,Berchem Sport,Cercle Brugge,0,2,1962,9,1962-11-11 15:00:00,28,12
4008749,Royal Beerschot AC,R Antwerp FC,1,2,1962,9,1962-11-11 15:00:00,3530,1
4008748,Club Brugge,RSC Anderlecht,0,0,1962,9,1962-11-11 15:00:00,3,35
4008747,Standard Luik,KFC Diest,0,0,1962,9,1962-11-11 15:00:00,16,41
4008752,Daring Club Brussel,Union Saint-Gilloise,2,0,1962,9,1962-11-11 15:00:00,2,10
