id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn,uur
4009723,R Antwerp FC,Royal Racing White Brüssel,2,2,1966,11,1966-11-25,1,47,19:30:00
4009729,Lierse SK (- 2018),R Charleroi SC,4,0,1966,11,1966-11-27,30,246,15:00:00
4009724,Standard Luik,KV Mechelen,3,2,1966,11,1966-11-27,16,25,15:00:00
4009725,RSC Anderlecht,RFC Luik,1,0,1966,11,1966-11-27,35,4,15:00:00
4009730,Daring Club Brussel,KSV Waregem (- 2001),1,2,1966,11,1966-11-27,2,4451,15:00:00
4009727,Beringen FC (- 2002),RFC Tilleur,4,0,1966,11,1966-11-27,522,21,15:00:00
4009728,Club Brugge,Association Royale Athlétique Gent,3,1,1966,11,1966-11-27,3,7,15:00:00
4009726,Sint-Truidense VV,Royal Beerschot AC,4,2,1966,11,1966-11-27,373,3530,15:00:00
4009731,Royal Beerschot AC,Beringen FC (- 2002),4,0,1966,12,1966-12-03,3530,522,19:30:00
4009738,KSV Waregem (- 2001),Sint-Truidense VV,0,1,1966,12,1966-12-04,4451,373,14:30:00
4009737,Royal Racing White Brüssel,Lierse SK (- 2018),0,0,1966,12,1966-12-04,47,30,14:30:00
4009736,KV Mechelen,Daring Club Brussel,2,2,1966,12,1966-12-04,25,2,14:30:00
4009735,R Charleroi SC,Club Brugge,0,1,1966,12,1966-12-04,246,3,14:30:00
4009733,RFC Tilleur,RSC Anderlecht,0,1,1966,12,1966-12-04,21,35,14:30:00
4009732,Association Royale Athlétique Gent,Standard Luik,0,3,1966,12,1966-12-04,7,16,14:30:00
4009734,RFC Luik,R Antwerp FC,1,0,1966,12,1966-12-04,4,1,14:30:00
4009741,Royal Beerschot AC,KV Mechelen,1,1,1966,13,1966-12-11,3530,25,14:30:00
4009742,Beringen FC (- 2002),Association Royale Athlétique Gent,1,1,1966,13,1966-12-11,522,7,14:30:00
4009743,RFC Tilleur,RFC Luik,1,1,1966,13,1966-12-11,21,4,14:30:00
4009744,Sint-Truidense VV,Royal Racing White Brüssel,2,1,1966,13,1966-12-11,373,47,14:30:00
4009739,RSC Anderlecht,Daring Club Brussel,5,0,1966,13,1966-12-11,35,2,14:30:00
4009740,Club Brugge,R Antwerp FC,1,2,1966,13,1966-12-11,3,1,14:30:00
4009746,R Charleroi SC,RSC Anderlecht,0,7,1966,14,1966-12-18,246,35,14:30:00
4009747,Royal Racing White Brüssel,Royal Beerschot AC,5,3,1966,14,1966-12-18,47,3530,14:30:00
4009748,Daring Club Brussel,Beringen FC (- 2002),2,2,1966,14,1966-12-18,2,522,14:30:00
4009749,KV Mechelen,Club Brugge,1,1,1966,14,1966-12-18,25,3,14:30:00
4009750,Association Royale Athlétique Gent,RFC Tilleur,2,1,1966,14,1966-12-18,7,21,14:30:00
4009751,RFC Luik,KSV Waregem (- 2001),1,2,1966,14,1966-12-18,4,4451,14:30:00
4009752,Lierse SK (- 2018),Sint-Truidense VV,1,0,1966,14,1966-12-18,30,373,14:30:00
4009745,R Antwerp FC,Standard Luik,1,1,1966,14,1966-12-18,1,16,14:30:00
4009753,KSV Waregem (- 2001),R Charleroi SC,0,0,1966,13,1966-12-25,4451,246,14:30:00
4009754,Standard Luik,Lierse SK (- 2018),3,0,1966,13,1967-01-02,16,30,19:30:00
4009755,Standard Luik,R Charleroi SC,3,2,1966,15,1967-01-08,16,246,14:30:00
4009757,Beringen FC (- 2002),R Antwerp FC,1,2,1966,15,1967-01-08,522,1,14:30:00
4009758,Royal Beerschot AC,Association Royale Athlétique Gent,4,1,1966,15,1967-01-08,3530,7,14:30:00
4009759,Club Brugge,Daring Club Brussel,2,1,1966,15,1967-01-08,3,2,14:30:00
4009756,RSC Anderlecht,Lierse SK (- 2018),4,1,1966,15,1967-01-08,35,30,14:30:00
4009760,RFC Tilleur,KV Mechelen,1,1,1966,15,1967-01-08,21,25,14:30:00
4009761,KSV Waregem (- 2001),Royal Racing White Brüssel,0,0,1966,15,1967-01-08,4451,47,14:30:00
4009762,Association Royale Athlétique Gent,Royal Racing White Brüssel,2,1,1966,16,1967-01-13,7,47,19:30:00
4009764,RSC Anderlecht,KSV Waregem (- 2001),1,0,1966,16,1967-01-15,35,4451,15:00:00
4009768,Lierse SK (- 2018),Club Brugge,0,3,1966,16,1967-01-15,30,3,15:00:00
4009767,Beringen FC (- 2002),RFC Luik,4,1,1966,16,1967-01-15,522,4,15:00:00
4009766,RFC Tilleur,Royal Beerschot AC,3,2,1966,16,1967-01-15,21,3530,15:00:00
4009769,R Charleroi SC,KV Mechelen,2,2,1966,16,1967-01-15,246,25,15:00:00
4009765,R Antwerp FC,Sint-Truidense VV,3,0,1966,16,1967-01-15,1,373,15:00:00
4009763,Standard Luik,Daring Club Brussel,0,0,1966,16,1967-01-15,16,2,17:30:00
4009775,KSV Waregem (- 2001),Association Royale Athlétique Gent,1,0,1966,17,1967-01-22,4451,7,15:00:00
4009774,Sint-Truidense VV,Beringen FC (- 2002),0,0,1966,17,1967-01-22,373,522,15:00:00
4009771,KV Mechelen,RSC Anderlecht,0,2,1966,17,1967-01-22,25,35,15:00:00
4009773,Royal Beerschot AC,R Charleroi SC,4,2,1966,17,1967-01-22,3530,246,15:00:00
4009777,Royal Racing White Brüssel,RFC Tilleur,3,0,1966,17,1967-01-22,47,21,15:00:00
4009776,RFC Luik,Lierse SK (- 2018),2,0,1966,17,1967-01-22,4,30,15:00:00
4009770,Club Brugge,Standard Luik,4,2,1966,17,1967-01-22,3,16,15:00:00
4009772,Daring Club Brussel,R Antwerp FC,1,0,1966,17,1967-01-22,2,1,15:00:00
4009779,RSC Anderlecht,Club Brugge,3,0,1966,18,1967-01-29,35,3,15:00:00
4009780,Lierse SK (- 2018),R Antwerp FC,1,0,1966,18,1967-01-29,30,1,15:00:00
4009778,Beringen FC (- 2002),Standard Luik,0,1,1966,18,1967-01-29,522,16,15:00:00
4009785,RFC Tilleur,Sint-Truidense VV,1,0,1966,18,1967-01-29,21,373,15:00:00
4009784,Royal Racing White Brüssel,RFC Luik,0,3,1966,18,1967-01-29,47,4,15:00:00
4009783,Association Royale Athlétique Gent,KV Mechelen,1,3,1966,18,1967-01-29,7,25,15:00:00
4009782,R Charleroi SC,Daring Club Brussel,1,1,1966,18,1967-01-29,246,2,15:00:00
4009781,Royal Beerschot AC,KSV Waregem (- 2001),0,0,1966,18,1967-01-29,3530,4451,15:00:00
4009786,RFC Luik,R Charleroi SC,0,1,1966,19,1967-02-04,4,246,20:00:00
4009788,Sint-Truidense VV,RSC Anderlecht,1,0,1966,19,1967-02-05,373,35,15:00:00
4009789,R Antwerp FC,Association Royale Athlétique Gent,0,1,1966,19,1967-02-05,1,7,15:00:00
4009787,Standard Luik,Royal Beerschot AC,5,1,1966,19,1967-02-05,16,3530,15:00:00
4009791,Club Brugge,Royal Racing White Brüssel,4,0,1966,19,1967-02-05,3,47,15:00:00
4009792,Daring Club Brussel,Lierse SK (- 2018),1,0,1966,19,1967-02-05,2,30,15:00:00
4009793,KSV Waregem (- 2001),RFC Tilleur,0,0,1966,19,1967-02-05,4451,21,15:00:00
4009790,KV Mechelen,Beringen FC (- 2002),1,1,1966,19,1967-02-05,25,522,15:00:00
4009794,RSC Anderlecht,R Antwerp FC,0,0,1966,20,1967-02-10,35,1,19:30:00
4009795,Association Royale Athlétique Gent,R Charleroi SC,1,0,1966,20,1967-02-11,7,246,20:00:00
4009798,Beringen FC (- 2002),Lierse SK (- 2018),0,4,1966,20,1967-02-12,522,30,15:00:00
4009799,Sint-Truidense VV,Club Brugge,2,2,1966,20,1967-02-12,373,3,15:00:00
4009800,RFC Tilleur,Daring Club Brussel,2,2,1966,20,1967-02-12,21,2,15:00:00
4009801,KSV Waregem (- 2001),KV Mechelen,2,1,1966,20,1967-02-12,4451,25,15:00:00
4009796,Royal Racing White Brüssel,Standard Luik,0,0,1966,20,1967-02-12,47,16,15:00:00
4009797,Royal Beerschot AC,RFC Luik,1,4,1966,20,1967-02-12,3530,4,15:00:00
4009802,RFC Luik,Association Royale Athlétique Gent,5,1,1966,21,1967-02-18,4,7,20:00:00
4009807,KV Mechelen,Royal Racing White Brüssel,2,0,1966,21,1967-02-19,25,47,15:00:00
4009803,Standard Luik,RSC Anderlecht,2,0,1966,21,1967-02-19,16,35,15:00:00
4009804,R Antwerp FC,Royal Beerschot AC,1,1,1966,21,1967-02-19,1,3530,15:00:00
4009805,Club Brugge,Beringen FC (- 2002),3,2,1966,21,1967-02-19,3,522,15:00:00
4009806,Lierse SK (- 2018),KSV Waregem (- 2001),1,1,1966,21,1967-02-19,30,4451,15:00:00
4009812,KSV Waregem (- 2001),Club Brugge,0,1,1966,22,1967-02-26,4451,3,15:00:00
4009811,Royal Beerschot AC,Daring Club Brussel,2,0,1966,22,1967-02-26,3530,2,15:00:00
4009810,RFC Tilleur,R Antwerp FC,0,2,1966,22,1967-02-26,21,1,15:00:00
4009809,RSC Anderlecht,Beringen FC (- 2002),5,0,1966,22,1967-02-26,35,522,15:00:00
4009813,Royal Racing White Brüssel,R Charleroi SC,2,0,1966,22,1967-02-26,47,246,15:00:00
4009815,KV Mechelen,RFC Luik,2,1,1966,22,1967-02-26,25,4,15:00:00
4009808,Sint-Truidense VV,Standard Luik,1,0,1966,22,1967-02-26,373,16,15:00:00
4009814,Association Royale Athlétique Gent,Lierse SK (- 2018),3,2,1966,22,1967-02-26,7,30,15:00:00
4009816,Standard Luik,KSV Waregem (- 2001),2,1,1966,23,1967-03-05,16,4451,15:00:00
4009817,RSC Anderlecht,Association Royale Athlétique Gent,3,0,1966,23,1967-03-05,35,7,15:00:00
4009818,R Antwerp FC,KV Mechelen,3,1,1966,23,1967-03-05,1,25,15:00:00
4009821,Club Brugge,RFC Tilleur,2,0,1966,23,1967-03-05,3,21,15:00:00
4009820,Beringen FC (- 2002),Royal Racing White Brüssel,2,2,1966,23,1967-03-05,522,47,15:00:00
4009823,Daring Club Brussel,RFC Luik,0,1,1966,23,1967-03-05,2,4,15:00:00
4009822,R Charleroi SC,Sint-Truidense VV,2,0,1966,23,1967-03-05,246,373,15:00:00
4009819,Lierse SK (- 2018),Royal Beerschot AC,0,0,1966,23,1967-03-05,30,3530,15:00:00
4009824,RFC Luik,Club Brugge,1,0,1966,24,1967-03-11,4,3,20:00:00
4009831,KV Mechelen,Lierse SK (- 2018),1,3,1966,24,1967-03-12,25,30,15:00:00
4009830,Association Royale Athlétique Gent,Sint-Truidense VV,0,2,1966,24,1967-03-12,7,373,15:00:00
4009829,Royal Racing White Brüssel,Daring Club Brussel,2,2,1966,24,1967-03-12,47,2,15:00:00
4009828,KSV Waregem (- 2001),Beringen FC (- 2002),1,1,1966,24,1967-03-12,4451,522,15:00:00
4009827,R Charleroi SC,R Antwerp FC,1,1,1966,24,1967-03-12,246,1,15:00:00
4009826,Royal Beerschot AC,RSC Anderlecht,0,0,1966,24,1967-03-12,3530,35,15:00:00
4009825,RFC Tilleur,Standard Luik,0,1,1966,24,1967-03-12,21,16,15:00:00
4009832,R Charleroi SC,RFC Tilleur,5,0,1966,21,1967-03-19,246,21,15:00:00
4009833,Sint-Truidense VV,RFC Luik,1,1,1966,15,1967-03-26,373,4,15:00:00
4009834,Daring Club Brussel,Association Royale Athlétique Gent,2,2,1966,25,1967-03-31,2,7,19:30:00
4009835,Lierse SK (- 2018),RFC Tilleur,5,0,1966,25,1967-04-01,30,21,16:00:00
4009840,Beringen FC (- 2002),R Charleroi SC,1,1,1966,25,1967-04-02,522,246,15:00:00
4009836,Standard Luik,RFC Luik,0,2,1966,25,1967-04-02,16,4,15:00:00
4009837,RSC Anderlecht,Royal Racing White Brüssel,3,0,1966,25,1967-04-02,35,47,15:00:00
4009838,R Antwerp FC,KSV Waregem (- 2001),1,1,1966,25,1967-04-02,1,4451,15:00:00
4009839,Club Brugge,Royal Beerschot AC,2,1,1966,25,1967-04-02,3,3530,15:00:00
4009841,Sint-Truidense VV,KV Mechelen,4,2,1966,25,1967-04-02,373,25,15:00:00
4009842,Lierse SK (- 2018),Standard Luik,1,1,1966,26,1967-04-08,30,16,16:00:00
4009845,KV Mechelen,Royal Beerschot AC,2,0,1966,26,1967-04-09,25,3530,15:00:00
4009844,R Antwerp FC,Club Brugge,0,1,1966,26,1967-04-09,1,3,15:00:00
4009848,RFC Luik,RFC Tilleur,2,1,1966,26,1967-04-09,4,21,15:00:00
4009847,R Charleroi SC,KSV Waregem (- 2001),3,2,1966,26,1967-04-09,246,4451,15:00:00
4009846,Association Royale Athlétique Gent,Beringen FC (- 2002),1,1,1966,26,1967-04-09,7,522,15:00:00
4009843,Daring Club Brussel,RSC Anderlecht,2,3,1966,26,1967-04-09,2,35,15:00:00
4009849,Royal Racing White Brüssel,Sint-Truidense VV,1,0,1966,26,1967-04-09,47,373,15:00:00
4009850,Daring Club Brussel,Sint-Truidense VV,1,4,1966,21,1967-04-16,2,373,19:30:00
4009851,Standard Luik,R Antwerp FC,2,0,1966,27,1967-04-21,16,1,19:30:00
4009853,Royal Beerschot AC,Royal Racing White Brüssel,1,1,1966,27,1967-04-23,3530,47,15:00:00
4009852,RSC Anderlecht,R Charleroi SC,2,0,1966,27,1967-04-23,35,246,15:00:00
4009858,Sint-Truidense VV,Lierse SK (- 2018),3,0,1966,27,1967-04-23,373,30,15:00:00
4009857,KSV Waregem (- 2001),RFC Luik,5,1,1966,27,1967-04-23,4451,4,15:00:00
4009855,Club Brugge,KV Mechelen,1,0,1966,27,1967-04-23,3,25,15:00:00
4009854,Beringen FC (- 2002),Daring Club Brussel,1,2,1966,27,1967-04-23,522,2,15:00:00
4009856,RFC Tilleur,Association Royale Athlétique Gent,3,1,1966,27,1967-04-23,21,7,15:00:00
4009859,Lierse SK (- 2018),RSC Anderlecht,0,2,1966,28,1967-04-29,30,35,16:00:00
4009862,Association Royale Athlétique Gent,Royal Beerschot AC,1,2,1966,28,1967-04-30,7,3530,15:00:00
4009865,KV Mechelen,RFC Tilleur,2,0,1966,28,1967-04-30,25,21,15:00:00
4009864,RFC Luik,Sint-Truidense VV,2,0,1966,28,1967-04-30,4,373,15:00:00
4009863,Daring Club Brussel,Club Brugge,3,1,1966,28,1967-04-30,2,3,15:00:00
4009861,R Antwerp FC,Beringen FC (- 2002),0,2,1966,28,1967-04-30,1,522,15:00:00
4009866,Royal Racing White Brüssel,KSV Waregem (- 2001),4,0,1966,28,1967-04-30,47,4451,15:00:00
4009860,R Charleroi SC,Standard Luik,1,0,1966,28,1967-04-30,246,16,15:00:00
4009870,Royal Beerschot AC,Sint-Truidense VV,5,2,1966,29,1967-05-04,3530,373,15:00:00
4009873,R Charleroi SC,Lierse SK (- 2018),2,0,1966,29,1967-05-04,246,30,15:00:00
4009872,Association Royale Athlétique Gent,Club Brugge,0,2,1966,29,1967-05-04,7,3,15:00:00
4009871,RFC Tilleur,Beringen FC (- 2002),0,2,1966,29,1967-05-04,21,522,15:00:00
4009874,KSV Waregem (- 2001),Daring Club Brussel,1,0,1966,29,1967-05-04,4451,2,15:00:00
4009869,Royal Racing White Brüssel,R Antwerp FC,2,0,1966,29,1967-05-04,47,1,15:00:00
4009868,RFC Luik,RSC Anderlecht,0,0,1966,29,1967-05-04,4,35,15:00:00
4009867,KV Mechelen,Standard Luik,3,2,1966,29,1967-05-04,25,16,15:00:00
4009875,Standard Luik,Association Royale Athlétique Gent,4,2,1966,30,1967-05-07,16,7,15:00:00
4009876,RSC Anderlecht,RFC Tilleur,2,0,1966,30,1967-05-07,35,21,15:00:00
4009877,R Antwerp FC,RFC Luik,1,1,1966,30,1967-05-07,1,4,15:00:00
4009880,Daring Club Brussel,KV Mechelen,2,0,1966,30,1967-05-07,2,25,15:00:00
4009878,Beringen FC (- 2002),Royal Beerschot AC,0,1,1966,30,1967-05-07,522,3530,15:00:00
4009879,Club Brugge,R Charleroi SC,5,1,1966,30,1967-05-07,3,246,15:00:00
4009881,Lierse SK (- 2018),Royal Racing White Brüssel,2,2,1966,30,1967-05-07,30,47,15:00:00
4009882,Sint-Truidense VV,KSV Waregem (- 2001),1,0,1966,30,1967-05-07,373,4451,15:00:00
4009884,KV Mechelen,Beringen FC (- 2002),3,1,1967,1,1967-09-02,25,522,17:00:00
4009885,KSV Waregem (- 2001),Lierse SK (- 2018),1,0,1967,1,1967-09-02,4451,30,17:00:00
4009883,R Antwerp FC,RSC Anderlecht,2,3,1967,1,1967-09-02,1,35,19:00:00
4009890,Royal Racing White Brüssel,RFC Luik,1,1,1967,1,1967-09-03,47,4,15:00:00
4009888,Sint-Truidense VV,SK Beveren-Waes,1,1,1967,1,1967-09-03,373,2300,15:00:00
4009887,R Charleroi SC,Royal Beerschot AC,1,0,1967,1,1967-09-03,246,3530,15:00:00
4009886,Standard Luik,Olympic Charleroi,3,1,1967,1,1967-09-03,16,246,18:00:00
4009889,Daring Club Brussel,Club Brugge,1,4,1967,1,1967-09-03,2,3,19:00:00
4009891,Olympic Charleroi,R Antwerp FC,0,0,1967,2,1967-09-09,246,1,19:00:00
4009895,Beringen FC (- 2002),KSV Waregem (- 2001),4,2,1967,2,1967-09-10,522,4451,15:00:00
4009892,Club Brugge,Standard Luik,2,0,1967,2,1967-09-10,3,16,15:00:00
4009893,RSC Anderlecht,Sint-Truidense VV,5,1,1967,2,1967-09-10,35,373,15:00:00
4009896,SK Beveren-Waes,Daring Club Brussel,2,0,1967,2,1967-09-10,2300,2,15:00:00
4009897,RFC Luik,R Charleroi SC,2,0,1967,2,1967-09-10,4,246,15:00:00
4009898,Lierse SK (- 2018),Royal Racing White Brüssel,5,2,1967,2,1967-09-10,30,47,15:00:00
4009894,Royal Beerschot AC,KV Mechelen,1,1,1967,2,1967-09-10,3530,25,15:00:00
4009900,R Charleroi SC,RSC Anderlecht,1,3,1967,3,1967-09-17,246,35,15:00:00
4009903,RFC Luik,Beringen FC (- 2002),1,1,1967,3,1967-09-17,4,522,15:00:00
4009904,KV Mechelen,SK Beveren-Waes,1,2,1967,3,1967-09-17,25,2300,15:00:00
4009905,Sint-Truidense VV,Club Brugge,2,1,1967,3,1967-09-17,373,3,15:00:00
4009906,Royal Racing White Brüssel,Olympic Charleroi,3,1,1967,3,1967-09-17,47,246,15:00:00
4009902,KSV Waregem (- 2001),Royal Beerschot AC,0,0,1967,3,1967-09-17,4451,3530,15:00:00
4009901,R Antwerp FC,Daring Club Brussel,2,5,1967,3,1967-09-17,1,2,15:00:00
4009899,Lierse SK (- 2018),Standard Luik,2,2,1967,3,1967-09-17,30,16,15:00:00
4009907,RSC Anderlecht,KSV Waregem (- 2001),5,0,1967,4,1967-09-23,35,4451,19:30:00
4009909,SK Beveren-Waes,R Antwerp FC,0,1,1967,4,1967-09-24,2300,1,15:00:00
4009908,Standard Luik,Sint-Truidense VV,2,2,1967,4,1967-09-24,16,373,15:00:00
4009911,Beringen FC (- 2002),Royal Racing White Brüssel,4,3,1967,4,1967-09-24,522,47,15:00:00
4009913,Daring Club Brussel,RFC Luik,3,1,1967,4,1967-09-24,2,4,15:00:00
4009912,Club Brugge,R Charleroi SC,1,0,1967,4,1967-09-24,3,246,15:00:00
4009910,Royal Beerschot AC,Lierse SK (- 2018),2,4,1967,4,1967-09-24,3530,30,15:00:00
4009914,Olympic Charleroi,KV Mechelen,0,0,1967,4,1967-09-24,246,25,15:00:00
4009915,KV Mechelen,Standard Luik,1,2,1967,5,1967-10-01,25,16,15:00:00
4009916,RFC Luik,RSC Anderlecht,0,3,1967,5,1967-10-01,4,35,15:00:00
4009917,R Antwerp FC,Sint-Truidense VV,3,1,1967,5,1967-10-01,1,373,15:00:00
4009918,Beringen FC (- 2002),Royal Beerschot AC,0,0,1967,5,1967-10-01,522,3530,15:00:00
4009919,KSV Waregem (- 2001),SK Beveren-Waes,2,4,1967,5,1967-10-01,4451,2300,15:00:00
4009920,Lierse SK (- 2018),Club Brugge,3,1,1967,5,1967-10-01,30,3,15:00:00
4009922,Royal Racing White Brüssel,Daring Club Brussel,2,0,1967,5,1967-10-01,47,2,15:00:00
4009921,Olympic Charleroi,R Charleroi SC,0,3,1967,5,1967-10-01,246,246,15:00:00
4009923,RSC Anderlecht,Lierse SK (- 2018),2,0,1967,6,1967-10-14,35,30,19:30:00
4009925,R Antwerp FC,Royal Beerschot AC,0,0,1967,6,1967-10-15,1,3530,15:00:00
4009930,Sint-Truidense VV,KSV Waregem (- 2001),0,1,1967,6,1967-10-15,373,4451,15:00:00
4009929,Daring Club Brussel,KV Mechelen,1,0,1967,6,1967-10-15,2,25,15:00:00
4009928,R Charleroi SC,Royal Racing White Brüssel,1,3,1967,6,1967-10-15,246,47,15:00:00
4009926,SK Beveren-Waes,Beringen FC (- 2002),1,1,1967,6,1967-10-15,2300,522,15:00:00
4009927,Club Brugge,Olympic Charleroi,3,0,1967,6,1967-10-15,3,246,15:00:00
4009924,Standard Luik,RFC Luik,2,1,1967,6,1967-10-15,16,4,15:00:00
4009938,Lierse SK (- 2018),Daring Club Brussel,2,1,1967,7,1967-10-22,30,2,15:00:00
4009937,KSV Waregem (- 2001),R Charleroi SC,1,1,1967,7,1967-10-22,4451,246,15:00:00
4009936,RFC Luik,Club Brugge,0,2,1967,7,1967-10-22,4,3,15:00:00
4009935,Olympic Charleroi,SK Beveren-Waes,0,2,1967,7,1967-10-22,246,2300,15:00:00
4009934,Beringen FC (- 2002),Sint-Truidense VV,2,1,1967,7,1967-10-22,522,373,15:00:00
4009933,KV Mechelen,R Antwerp FC,2,0,1967,7,1967-10-22,25,1,15:00:00
4009931,Royal Racing White Brüssel,Standard Luik,0,1,1967,7,1967-10-22,47,16,15:00:00
4009932,Royal Beerschot AC,RSC Anderlecht,2,0,1967,7,1967-10-22,3530,35,15:00:00
4009945,Daring Club Brussel,Olympic Charleroi,1,0,1967,8,1967-11-05,2,246,15:00:00
4009943,Club Brugge,Royal Racing White Brüssel,0,0,1967,8,1967-11-05,3,47,15:00:00
4009944,R Charleroi SC,Lierse SK (- 2018),4,2,1967,8,1967-11-05,246,30,15:00:00
4009942,SK Beveren-Waes,RFC Luik,2,1,1967,8,1967-11-05,2300,4,15:00:00
4009941,Sint-Truidense VV,Royal Beerschot AC,3,0,1967,8,1967-11-05,373,3530,15:00:00
4009940,R Antwerp FC,Beringen FC (- 2002),1,2,1967,8,1967-11-05,1,522,15:00:00
4009939,Standard Luik,RSC Anderlecht,0,0,1967,8,1967-11-05,16,35,15:00:00
4009946,KV Mechelen,KSV Waregem (- 2001),0,1,1967,8,1967-11-05,25,4451,15:00:00
4009947,RFC Luik,Olympic Charleroi,2,1,1967,9,1967-11-11,4,246,20:00:00
4009950,Lierse SK (- 2018),R Antwerp FC,4,1,1967,9,1967-11-12,30,1,15:00:00
4009948,KSV Waregem (- 2001),Standard Luik,1,1,1967,9,1967-11-12,4451,16,15:00:00
4009949,RSC Anderlecht,KV Mechelen,4,2,1967,9,1967-11-12,35,25,15:00:00
4009954,Royal Racing White Brüssel,Sint-Truidense VV,2,2,1967,9,1967-11-12,47,373,15:00:00
4009953,R Charleroi SC,SK Beveren-Waes,5,2,1967,9,1967-11-12,246,2300,15:00:00
4009952,Beringen FC (- 2002),Daring Club Brussel,3,1,1967,9,1967-11-12,522,2,15:00:00
4009951,Royal Beerschot AC,Club Brugge,0,0,1967,9,1967-11-12,3530,3,15:00:00
4009958,Daring Club Brussel,Royal Beerschot AC,2,0,1967,10,1967-11-26,2,3530,15:00:00
4009962,Olympic Charleroi,KSV Waregem (- 2001),1,0,1967,10,1967-11-26,246,4451,15:00:00
4009957,R Antwerp FC,Royal Racing White Brüssel,0,2,1967,10,1967-11-26,1,47,15:00:00
4009961,Sint-Truidense VV,Lierse SK (- 2018),4,0,1967,10,1967-11-26,373,30,15:00:00
4009959,Club Brugge,Beringen FC (- 2002),3,1,1967,10,1967-11-26,3,522,15:00:00
4009955,Standard Luik,R Charleroi SC,3,2,1967,10,1967-11-26,16,246,15:00:00
4009956,SK Beveren-Waes,RSC Anderlecht,1,2,1967,10,1967-11-26,2300,35,15:00:00
4009960,KV Mechelen,RFC Luik,4,1,1967,10,1967-11-26,25,4,15:00:00
4009963,RSC Anderlecht,Club Brugge,1,1,1967,11,1967-12-02,35,3,19:30:00
4009967,Royal Racing White Brüssel,SK Beveren-Waes,1,2,1967,11,1967-12-03,47,2300,14:30:00
4009968,KSV Waregem (- 2001),Daring Club Brussel,5,2,1967,11,1967-12-03,4451,2,14:30:00
4009969,RFC Luik,Sint-Truidense VV,2,1,1967,11,1967-12-03,4,373,14:30:00
4009970,Lierse SK (- 2018),KV Mechelen,1,0,1967,11,1967-12-03,30,25,14:30:00
4009964,Royal Beerschot AC,Standard Luik,2,1,1967,11,1967-12-03,3530,16,14:30:00
4009965,R Charleroi SC,R Antwerp FC,1,1,1967,11,1967-12-03,246,1,14:30:00
4009966,Beringen FC (- 2002),Olympic Charleroi,2,5,1967,11,1967-12-03,522,246,14:30:00
4009977,Sint-Truidense VV,R Charleroi SC,2,0,1967,12,1967-12-10,373,246,14:30:00
4009978,KV Mechelen,Royal Racing White Brüssel,2,1,1967,12,1967-12-10,25,47,14:30:00
4009976,Club Brugge,KSV Waregem (- 2001),2,1,1967,12,1967-12-10,3,4451,14:30:00
4009972,Daring Club Brussel,RSC Anderlecht,1,0,1967,12,1967-12-10,2,35,14:30:00
4009974,Olympic Charleroi,Royal Beerschot AC,2,0,1967,12,1967-12-10,246,3530,14:30:00
4009973,R Antwerp FC,RFC Luik,1,1,1967,12,1967-12-10,1,4,14:30:00
4009971,Standard Luik,Beringen FC (- 2002),2,1,1967,12,1967-12-10,16,522,14:30:00
4009975,SK Beveren-Waes,Lierse SK (- 2018),0,3,1967,12,1967-12-10,2300,30,14:30:00
4009986,Sint-Truidense VV,Olympic Charleroi,1,1,1967,13,1967-12-17,373,246,14:30:00
4009985,Lierse SK (- 2018),RFC Luik,3,2,1967,13,1967-12-17,30,4,14:30:00
4009984,Club Brugge,KV Mechelen,5,0,1967,13,1967-12-17,3,25,14:30:00
4009983,R Charleroi SC,Beringen FC (- 2002),2,0,1967,13,1967-12-17,246,522,14:30:00
4009982,Royal Beerschot AC,SK Beveren-Waes,2,0,1967,13,1967-12-17,3530,2300,14:30:00
4009981,KSV Waregem (- 2001),R Antwerp FC,1,0,1967,13,1967-12-17,4451,1,14:30:00
4009979,Standard Luik,Daring Club Brussel,4,1,1967,13,1967-12-17,16,2,14:30:00
4009980,RSC Anderlecht,Royal Racing White Brüssel,4,2,1967,13,1967-12-17,35,47,14:30:00
4009990,Royal Racing White Brüssel,Royal Beerschot AC,1,4,1967,14,1968-01-07,47,3530,14:30:00
4009989,R Antwerp FC,Club Brugge,0,2,1967,14,1968-01-07,1,3,14:30:00
4009988,Olympic Charleroi,RSC Anderlecht,1,0,1967,14,1968-01-07,246,35,14:30:00
4009987,SK Beveren-Waes,Standard Luik,1,1,1967,14,1968-01-07,2300,16,14:30:00
4009991,Beringen FC (- 2002),Lierse SK (- 2018),5,3,1967,14,1968-01-07,522,30,14:30:00
4009993,RFC Luik,KSV Waregem (- 2001),0,0,1967,14,1968-01-07,4,4451,14:30:00
4009994,KV Mechelen,Sint-Truidense VV,0,1,1967,14,1968-01-07,25,373,14:30:00
4009992,Daring Club Brussel,R Charleroi SC,2,0,1967,14,1968-01-07,2,246,14:30:00
4009997,Beringen FC (- 2002),KV Mechelen,3,0,1967,16,1968-01-21,522,25,15:00:00
4009999,Club Brugge,Daring Club Brussel,4,1,1967,16,1968-01-21,3,2,15:00:00
4009996,RSC Anderlecht,R Antwerp FC,5,0,1967,16,1968-01-21,35,1,15:00:00
4009995,Olympic Charleroi,Standard Luik,1,2,1967,16,1968-01-21,246,16,15:00:00
