2023;1;2024-03-30;20:45;4314766;35;RSC Anderlecht;1;Antwerp FC;1;0
2023;1;2024-04-01;13:30;4314767;12;Cercle Brugge;3;Club Brugge;1;1
2023;1;2024-04-01;18:30;4314768;322;KRC Genk ;10;Union SG;1;0
2023;2;2024-04-06;20:45;4314775;1;Antwerp FC;322;KRC Genk ;0;1
2023;2;2024-04-07;13:30;4314776;10;Union SG;12;Cercle Brugge;2;3
2023;2;2024-04-07;18:30;4314777;3;Club Brugge;35;RSC Anderlecht;3;1
2023;3;2024-04-13;20:45;4314778;322;KRC Genk ;12;Cercle Brugge;1;1
2023;3;2024-04-14;13:30;4314779;3;Club Brugge;1;Antwerp FC;3;0
2023;3;2024-04-14;18:30;4314780;35;RSC Anderlecht;10;Union SG;2;1
